participant_id,technique,gesture_set,pointer_type,height,distance,checkpoint_time,mistake_count,d_from_center,d_from_center_with_spike,arm_distance,arm_height,wrist_angle,personalization_type,curveCombo,combo_index
10,WRIST_ARM,GS2,G,0,7.5,1.406793,0,0.2900786,0.2900786,0.5445712,-0.2102878,2.205565,W3,C2,29
10,WRIST_ARM,GS2,G,5,10.5,2.703192,0,0.2900786,0.2900786,10.033,-4.91847,329.149,W3,C2,30
10,WRIST_ARM,GS2,G,0,10.5,6.082945,2,0.2725358,0.2725358,10.06274,-0.1790442,347.3665,W3,C0,1
10,WRIST_ARM,GS2,G,0,10.5,8.981754,0,0.2688392,0.2688392,10.05559,-0.04826701,333.1631,W3,C0,2
10,WRIST_ARM,GS2,G,0,7.5,2.577044,0,0.2688392,0.2688392,0.4718688,-0.239818,356.489,W3,C0,3
10,WRIST_ARM,GS2,G,5,7.5,2.698002,0,0.2688392,0.2688392,7.052321,-4.944681,324.1593,W3,C0,4
10,WRIST_ARM,GS2,G,0,7.5,2.883357,0,0.2769181,0.2769181,7.06786,4.618648,22.01337,W3,C0,5
10,WRIST_ARM,GS2,G,0,7.5,3.451301,0,0.2769181,0.2769181,7.126896,-0.1160809,336.7771,W3,C0,6
10,WRIST_ARM,GS2,G,5,10.5,3.925315,0,0.2769181,0.2769181,0.5886978,0.07422066,326.6401,W3,C0,7
10,WRIST_ARM,GS2,G,0,10.5,2.75773,0,0.2954339,0.2954339,10.08362,4.799298,359.5037,W3,C0,8
10,WRIST_ARM,GS2,G,5,7.5,2.853988,0,0.2954339,0.2954339,6.853316,-4.903872,327.1741,W3,C0,9
10,WRIST_ARM,GS2,G,0,10.5,3.287614,0,0.2954339,0.2954339,10.10261,4.794855,0.1412621,W3,C0,10
10,WRIST_ARM,GS2,G,5,10.5,4.425349,0,0.2748431,0.2748431,9.920202,-4.961067,328.5912,W3,C0,11
10,WRIST_ARM,GS2,G,0,10.5,2.995118,0,0.3363492,0.3363492,0.3687445,-0.1872495,354.1213,W3,C0,12
10,WRIST_ARM,GS2,G,5,7.5,2.476628,0,0.2659972,0.2659972,6.901734,-4.966933,327.6332,W3,C0,13
